"deviceid";"dt";"name";"switchno";"Location";"area";"rating";"totalload";"totalload_b";"totalload_y";"numberofpoles";"numberofpoles_b";"numberofpoles_y";"referencewattage_b";"referencewattage_y";"referencewattage";"typeofload";"latitude";"longitude";"mobile";"city";"userid";"phase";"wardno";"zone";"commandmode";"updated";"cpname";"cpmobileno"
12131;"2018-02-21 18:42:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12132;"2018-02-21 18:57:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12133;"2018-02-21 19:12:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12134;"2018-02-21 19:27:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12135;"2018-02-21 19:42:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12136;"2018-02-21 19:57:27";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12137;"2018-02-21 20:12:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12138;"2018-02-21 20:27:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12139;"2018-02-21 20:42:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12140;"2018-02-21 20:57:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12141;"2018-02-21 21:12:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12142;"2018-02-21 21:27:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12143;"2018-02-21 21:42:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12144;"2018-02-21 21:57:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12145;"2018-02-21 22:12:26";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12146;"2018-02-21 22:28:32";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12147;"2018-02-21 22:42:26";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12148;"2018-02-21 22:57:26";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12149;"2018-02-21 23:13:33";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12150;"2018-02-21 23:27:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12151;"2018-02-21 23:42:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12152;"2018-02-21 23:57:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12153;"2018-02-22 00:12:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12154;"2018-02-22 00:27:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12155;"2018-02-22 00:42:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12156;"2018-02-22 00:57:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12157;"2018-02-22 01:12:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12158;"2018-02-22 01:27:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12159;"2018-02-22 01:42:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12160;"2018-02-22 01:57:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12161;"2018-02-22 02:12:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12162;"2018-02-22 02:27:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12163;"2018-02-22 02:42:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12164;"2018-02-22 02:57:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12165;"2018-02-22 03:12:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12166;"2018-02-22 03:28:32";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12167;"2018-02-22 03:42:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12168;"2018-02-22 03:57:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12169;"2018-02-22 04:12:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12170;"2018-02-22 04:27:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12171;"2018-02-22 04:42:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12172;"2018-02-22 04:57:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12173;"2018-02-22 05:12:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12174;"2018-02-22 05:27:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12175;"2018-02-22 05:42:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12176;"2018-02-22 05:57:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12177;"2018-02-22 05:58:02";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12178;"2018-02-22 05:58:45";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12179;"2018-02-22 06:12:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12180;"2018-02-22 06:27:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12181;"2018-02-22 06:42:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12182;"2018-02-22 06:57:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12183;"2018-02-22 07:12:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12184;"2018-02-22 07:27:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12185;"2018-02-22 07:43:32";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12186;"2018-02-22 07:57:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12187;"2018-02-22 08:12:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12188;"2018-02-22 08:27:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12189;"2018-02-22 08:42:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12190;"2018-02-22 08:57:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12191;"2018-02-22 09:12:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12192;"2018-02-22 09:27:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12193;"2018-02-22 09:42:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12194;"2018-02-22 09:57:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12195;"2018-02-22 10:12:25";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12196;"2018-02-22 10:28:32";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12197;"2018-02-22 10:42:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12198;"2018-02-22 10:57:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12199;"2018-02-22 11:12:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12200;"2018-02-22 11:27:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12201;"2018-02-22 11:42:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12202;"2018-02-22 11:57:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12203;"2018-02-22 12:12:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12204;"2018-02-22 12:27:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12205;"2018-02-22 12:42:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12206;"2018-02-22 12:57:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12207;"2018-02-22 13:12:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12208;"2018-02-22 13:27:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12209;"2018-02-22 13:42:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12210;"2018-02-22 13:57:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12211;"2018-02-22 14:12:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12212;"2018-02-22 14:27:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12213;"2018-02-22 14:43:40";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12214;"2018-02-22 14:57:27";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12215;"2018-02-22 15:12:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12216;"2018-02-22 15:27:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12217;"2018-02-22 15:42:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12218;"2018-02-22 15:57:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12219;"2018-02-22 16:12:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12220;"2018-02-22 16:20:12";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12221;"2018-02-22 16:27:22";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12222;"2018-02-22 16:42:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12223;"2018-02-22 16:57:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12224;"2018-02-22 17:12:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12225;"2018-02-22 17:27:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12226;"2018-02-22 17:42:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12227;"2018-02-22 17:57:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12228;"2018-02-22 17:58:02";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12229;"2018-02-22 18:12:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12230;"2018-02-22 18:27:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12231;"2018-02-22 18:42:28";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12232;"2018-02-22 18:57:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12233;"2018-02-22 19:12:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12234;"2018-02-22 19:27:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12235;"2018-02-22 19:42:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12236;"2018-02-22 19:57:22";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12237;"2018-02-22 20:12:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12238;"2018-02-22 20:28:50";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12239;"2018-02-22 20:42:27";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12240;"2018-02-22 20:57:27";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12241;"2018-02-22 21:12:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12242;"2018-02-22 21:21:48";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12243;"2018-02-22 21:27:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12244;"2018-02-22 21:42:22";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12245;"2018-02-22 21:57:28";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12246;"2018-02-22 22:13:33";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12247;"2018-02-22 22:27:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12248;"2018-02-22 22:43:33";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12249;"2018-02-22 23:13:34";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12250;"2018-02-22 23:27:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12251;"2018-02-22 23:42:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12252;"2018-02-22 23:57:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12253;"2018-02-23 00:12:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12254;"2018-02-23 00:27:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12255;"2018-02-23 00:42:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12256;"2018-02-23 00:57:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12257;"2018-02-23 01:12:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12258;"2018-02-23 01:27:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12259;"2018-02-23 01:42:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12260;"2018-02-23 01:57:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12261;"2018-02-23 02:12:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12262;"2018-02-23 02:27:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12263;"2018-02-23 02:42:20";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12264;"2018-02-23 02:57:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12265;"2018-02-23 03:12:21";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
12266;"2018-02-23 03:28:34";"";0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"";17.789787;83.384666;0.0;0;0;3;0.0;"";2;0;"";""
